id,duration,age,job,marital,education,credit_default,housing,loan
574,352,45,housemaid,married,high_school,no,no,no
575,695,42,admin,married,high_school,no,no,no
576,76,41,admin,divorced,high_school,no,no,no
577,535,32,services,married,high_school,unknown,no,yes
578,310,46,management,married,university_degree,no,no,no
579,390,37,blue-collar,married,,no,no,no
580,369,53,management,married,university_degree,unknown,no,no
581,112,30,blue-collar,married,basic_4y,no,no,no
582,79,45,unknown,married,,unknown,no,no
583,140,24,technician,single,professional_course,no,no,yes
584,315,45,unknown,married,,unknown,no,no
585,262,34,admin,single,university_degree,no,no,yes
586,174,41,management,married,university_degree,unknown,no,no
587,424,59,blue-collar,married,basic_4y,no,yes,no
588,135,45,blue-collar,married,basic_4y,unknown,no,no
589,36,54,blue-collar,married,basic_6y,unknown,no,no
590,1906,32,technician,married,professional_course,no,no,no
591,219,33,technician,married,professional_course,no,yes,no
592,135,32,admin,married,university_degree,no,no,no
593,147,34,services,single,high_school,no,unknown,unknown
594,407,46,management,married,university_degree,no,no,no
595,402,57,technician,married,professional_course,no,yes,no
596,209,42,technician,married,basic_9y,no,no,no
597,92,48,admin,married,professional_course,no,yes,no
598,208,58,admin,divorced,university_degree,unknown,yes,no
599,193,34,services,married,high_school,no,no,no
600,65,32,admin,single,university_degree,no,yes,yes
601,284,48,blue-collar,married,basic_9y,no,no,no
602,285,47,blue-collar,married,basic_9y,no,no,no
603,231,31,services,married,high_school,unknown,no,no
604,278,32,admin,single,university_degree,no,yes,no
605,389,32,admin,single,university_degree,no,no,no
606,158,36,services,married,high_school,no,no,no
607,78,53,blue-collar,married,basic_4y,unknown,no,yes
608,258,37,blue-collar,married,basic_9y,unknown,no,no
609,87,50,services,married,high_school,no,no,no
610,147,46,blue-collar,married,basic_6y,no,yes,no
611,635,41,admin,married,high_school,no,no,no
612,289,43,blue-collar,single,basic_4y,no,no,no
613,170,51,management,married,university_degree,no,yes,no
614,802,38,admin,married,university_degree,no,yes,no
615,381,41,technician,married,basic_6y,no,yes,no
616,218,39,services,married,high_school,unknown,no,no
617,57,52,blue-collar,married,basic_4y,no,no,no
618,304,37,technician,married,professional_course,no,yes,no
619,241,41,admin,married,basic_9y,no,yes,no
620,230,46,admin,divorced,university_degree,no,yes,yes
621,79,47,technician,married,professional_course,no,no,no
622,262,35,technician,married,professional_course,no,no,no
623,392,38,services,married,high_school,unknown,no,no
624,201,30,blue-collar,single,,no,yes,yes
625,145,46,blue-collar,married,basic_9y,no,yes,no
626,252,30,technician,married,professional_course,no,no,no
627,329,35,services,single,basic_4y,no,no,no
628,328,58,admin,married,,unknown,yes,no
629,191,40,technician,married,professional_course,no,no,no
630,116,34,technician,married,university_degree,no,no,no
631,246,30,admin,single,university_degree,no,no,no
632,532,38,services,married,basic_6y,no,no,no
633,293,55,management,single,basic_4y,no,no,no
634,416,55,management,married,university_degree,unknown,yes,no
635,37,45,technician,single,professional_course,no,yes,no
636,132,36,admin,married,university_degree,no,yes,yes
637,530,32,admin,single,university_degree,no,no,no
638,175,35,technician,married,,unknown,yes,no
639,90,55,management,divorced,university_degree,no,yes,no
640,524,49,housemaid,married,basic_4y,unknown,unknown,unknown
641,29,29,admin,married,high_school,no,yes,no
642,311,34,blue-collar,married,basic_4y,no,yes,no
643,412,54,retired,married,high_school,unknown,yes,no
644,211,36,technician,single,professional_course,no,no,no
645,312,30,management,single,university_degree,no,yes,no
646,392,33,housemaid,divorced,university_degree,no,no,no
647,191,37,blue-collar,married,high_school,no,no,no
648,284,36,technician,married,basic_9y,unknown,yes,no
649,328,33,blue-collar,married,high_school,no,no,no
650,100,32,housemaid,married,high_school,no,yes,no
651,226,32,housemaid,married,high_school,no,no,no
652,507,50,blue-collar,married,basic_4y,unknown,yes,no
653,333,39,blue-collar,married,basic_9y,no,no,yes
654,128,51,blue-collar,divorced,,unknown,yes,yes
655,322,33,services,married,high_school,no,no,no
656,202,33,services,married,basic_4y,no,no,no
657,92,56,management,married,university_degree,unknown,no,yes
658,205,39,management,divorced,university_degree,unknown,yes,no
659,739,33,self-employed,single,university_degree,no,no,no
660,273,59,retired,divorced,basic_4y,unknown,no,no
661,339,42,admin,single,,no,yes,no
662,262,43,services,married,high_school,no,no,yes
663,308,35,admin,married,university_degree,no,unknown,unknown
664,467,46,blue-collar,married,basic_6y,unknown,yes,no
665,245,27,technician,married,basic_9y,no,no,yes
666,160,47,admin,divorced,university_degree,no,yes,no
667,189,31,admin,single,university_degree,no,no,no
668,477,32,blue-collar,married,basic_9y,no,yes,no
669,65,54,admin,married,high_school,no,no,no
670,191,56,management,married,university_degree,unknown,no,no
671,196,48,services,single,high_school,unknown,yes,no
672,221,44,admin,married,high_school,no,yes,no
673,197,46,admin,married,high_school,no,no,yes
674,178,45,services,married,high_school,no,yes,no
675,221,43,admin,married,professional_course,no,no,yes
676,64,40,admin,single,high_school,unknown,no,no
677,75,56,management,married,university_degree,no,yes,no
678,400,47,entrepreneur,married,professional_course,no,no,no
679,378,39,management,divorced,university_degree,unknown,yes,no
680,118,48,technician,married,basic_4y,unknown,no,no
681,1597,45,housemaid,married,professional_course,unknown,yes,no
682,346,36,self-employed,married,university_degree,no,no,no
683,107,49,management,married,professional_course,unknown,yes,no
684,60,46,services,married,high_school,no,no,no
685,276,38,blue-collar,married,basic_9y,no,yes,no
686,176,50,housemaid,married,basic_4y,unknown,yes,no
687,390,27,admin,single,high_school,no,yes,no
688,251,40,technician,married,professional_course,unknown,yes,no
689,716,46,management,married,university_degree,no,yes,no
690,189,40,admin,divorced,university_degree,no,yes,no
691,125,33,management,single,university_degree,no,no,no
692,234,54,retired,married,high_school,no,yes,no
693,79,52,blue-collar,married,basic_4y,unknown,yes,no
694,13,53,admin,married,university_degree,unknown,yes,no
695,296,49,services,married,high_school,unknown,no,no
696,114,42,blue-collar,married,basic_4y,unknown,no,no
697,283,49,housemaid,married,basic_4y,no,no,no
698,109,40,entrepreneur,married,basic_9y,no,no,no
699,132,59,admin,married,university_degree,unknown,no,no
700,144,51,self-employed,married,basic_9y,no,yes,no
701,121,57,housemaid,married,basic_6y,unknown,yes,no
702,95,38,self-employed,divorced,basic_9y,no,yes,no
703,31,52,self-employed,married,university_degree,no,no,no
704,112,26,unemployed,single,basic_9y,no,yes,no
705,161,35,admin,married,university_degree,no,yes,yes
706,87,51,admin,married,university_degree,no,no,no
707,593,43,blue-collar,married,basic_4y,unknown,yes,yes
708,99,42,admin,married,high_school,unknown,yes,no
709,198,60,retired,divorced,university_degree,unknown,yes,no
710,285,36,blue-collar,married,basic_9y,no,yes,no
711,190,57,management,married,university_degree,unknown,no,no
712,172,35,student,single,university_degree,unknown,no,no
713,178,30,admin,married,university_degree,no,no,no
714,174,43,services,married,high_school,no,no,no
715,631,40,technician,married,basic_9y,no,no,no
716,152,45,technician,married,university_degree,no,no,no
717,176,56,retired,married,high_school,no,no,no
718,32,46,services,married,basic_6y,no,no,no
719,1529,41,blue-collar,married,basic_4y,no,yes,no
720,254,42,admin,married,university_degree,no,yes,no
721,214,56,blue-collar,married,basic_4y,no,no,no
722,147,43,entrepreneur,married,basic_4y,no,yes,no
723,800,34,blue-collar,married,basic_4y,no,no,no
724,106,38,services,married,high_school,no,yes,no
725,135,40,technician,married,basic_9y,no,no,no
726,112,38,admin,married,high_school,no,no,no
727,222,48,entrepreneur,married,university_degree,no,yes,no
728,314,27,blue-collar,married,basic_9y,unknown,yes,no
729,421,24,technician,single,professional_course,no,no,no
730,410,47,admin,single,,unknown,yes,yes
731,207,48,blue-collar,married,professional_course,unknown,no,no
732,239,31,admin,single,high_school,no,yes,yes
733,83,39,self-employed,single,basic_4y,unknown,yes,no
734,160,41,technician,single,university_degree,unknown,no,no
735,42,49,blue-collar,married,basic_4y,unknown,yes,no
736,55,56,retired,married,basic_4y,no,no,no
737,157,49,admin,married,high_school,no,no,no
738,303,47,unemployed,divorced,university_degree,no,no,no
739,336,44,blue-collar,married,,unknown,yes,no
740,233,48,admin,divorced,high_school,no,no,no
741,211,55,housemaid,married,basic_4y,no,yes,yes
742,88,59,management,married,basic_4y,unknown,yes,no
743,139,44,technician,single,professional_course,no,yes,yes
744,329,46,blue-collar,married,basic_9y,no,no,yes
745,305,39,blue-collar,divorced,basic_6y,unknown,yes,no
746,206,38,unemployed,married,basic_4y,unknown,yes,yes
747,128,36,services,married,high_school,no,yes,no
748,122,29,admin,single,university_degree,no,no,no
749,343,31,technician,single,professional_course,no,yes,no
750,126,30,services,divorced,basic_9y,no,no,yes
751,249,36,blue-collar,married,basic_4y,no,yes,no
752,59,60,blue-collar,married,professional_course,no,no,no
753,166,36,admin,married,university_degree,no,yes,no
754,190,32,services,married,high_school,no,no,no
755,216,39,blue-collar,married,basic_9y,unknown,yes,no
756,51,30,services,married,university_degree,no,yes,no
757,169,39,blue-collar,married,basic_4y,unknown,no,no
758,148,37,blue-collar,married,basic_9y,unknown,yes,no
759,132,39,blue-collar,married,professional_course,unknown,yes,no
760,117,46,blue-collar,married,basic_4y,no,no,no
761,275,43,unemployed,married,basic_4y,no,no,no
762,124,37,services,married,high_school,no,yes,no
763,118,30,technician,married,university_degree,unknown,no,no
764,479,38,technician,married,professional_course,no,no,no
765,285,31,technician,married,university_degree,no,yes,no
766,322,44,admin,married,university_degree,no,no,no
767,202,44,self-employed,married,university_degree,unknown,no,no
768,162,38,technician,married,,unknown,unknown,unknown
769,216,30,student,single,high_school,unknown,no,no
770,195,37,blue-collar,married,basic_4y,unknown,unknown,unknown
771,96,54,housemaid,divorced,,no,yes,no
772,149,41,management,married,,unknown,yes,no
773,720,43,technician,married,professional_course,no,no,no
774,92,38,housemaid,married,basic_9y,no,no,no
775,188,41,blue-collar,married,basic_4y,no,yes,no
776,70,38,blue-collar,single,,unknown,no,yes
777,141,33,blue-collar,married,basic_9y,no,unknown,unknown
778,395,32,admin,married,high_school,no,yes,no
779,629,30,services,married,high_school,unknown,no,no
780,261,43,technician,married,basic_6y,no,yes,no
781,502,30,services,married,high_school,unknown,yes,no
782,446,36,technician,divorced,professional_course,no,no,no
783,131,38,blue-collar,married,basic_6y,no,unknown,unknown
784,198,35,blue-collar,single,basic_6y,no,yes,no
785,312,50,self-employed,married,university_degree,no,no,no
786,275,38,blue-collar,married,basic_9y,no,yes,no
787,120,58,admin,married,basic_4y,unknown,no,yes
788,333,50,technician,married,professional_course,no,yes,no
789,113,33,blue-collar,single,basic_9y,unknown,no,no
790,150,33,blue-collar,single,basic_9y,unknown,unknown,unknown
791,91,44,management,single,university_degree,unknown,yes,yes
792,296,31,management,married,high_school,no,no,no
793,128,40,entrepreneur,married,basic_9y,no,no,no
794,298,28,unknown,single,basic_9y,unknown,no,no
795,326,36,services,single,,no,yes,no
796,292,44,blue-collar,single,high_school,no,no,no
797,215,38,blue-collar,divorced,,no,yes,no
798,97,33,blue-collar,married,basic_9y,no,unknown,unknown
799,32,39,blue-collar,divorced,basic_6y,unknown,yes,yes
800,162,47,blue-collar,single,basic_4y,unknown,yes,no
801,421,47,services,divorced,high_school,no,no,no
802,268,35,entrepreneur,single,professional_course,no,no,no
803,232,42,admin,divorced,university_degree,no,no,no
804,152,36,admin,married,high_school,no,no,no
805,104,35,technician,married,basic_6y,no,no,no
806,852,36,services,single,,no,yes,no
807,159,56,entrepreneur,married,university_degree,unknown,yes,no
808,416,26,admin,single,high_school,no,no,no
809,174,31,admin,single,university_degree,no,yes,yes
810,139,57,self-employed,single,high_school,unknown,no,no
811,193,39,services,married,high_school,no,no,no
812,294,43,blue-collar,married,high_school,no,yes,no
813,102,50,admin,married,university_degree,no,no,no
814,124,52,blue-collar,single,high_school,unknown,unknown,unknown
815,143,39,blue-collar,divorced,basic_9y,no,no,no
816,231,44,technician,single,,unknown,yes,no
817,128,36,housemaid,married,basic_4y,no,yes,no
818,74,54,management,married,high_school,unknown,yes,no
819,105,27,admin,single,basic_9y,no,yes,no
820,992,31,admin,single,university_degree,no,no,no
821,168,31,admin,married,university_degree,unknown,no,no
822,250,28,blue-collar,married,basic_6y,no,no,no
823,254,31,management,single,university_degree,no,yes,no
824,149,30,management,divorced,high_school,no,no,yes
825,133,52,technician,married,professional_course,no,yes,no
826,374,37,technician,divorced,professional_course,no,no,no
827,425,30,services,married,university_degree,no,yes,no
828,207,45,blue-collar,married,basic_9y,unknown,yes,yes
829,464,54,technician,married,university_degree,no,yes,no
830,439,49,entrepreneur,married,basic_9y,no,yes,no
831,83,44,admin,married,high_school,no,no,no
832,732,28,student,single,basic_9y,unknown,yes,yes
833,149,53,technician,married,high_school,no,yes,no
834,142,45,blue-collar,married,basic_9y,unknown,yes,no
835,121,45,blue-collar,married,basic_9y,unknown,no,no
836,359,51,admin,married,high_school,unknown,yes,no
837,112,41,blue-collar,married,basic_9y,unknown,yes,no
838,274,43,technician,married,professional_course,no,yes,no
839,325,31,admin,single,university_degree,no,yes,no
840,1521,39,admin,single,,no,yes,no
841,216,38,technician,married,professional_course,no,no,no
842,161,50,entrepreneur,married,basic_9y,no,yes,yes
843,122,53,admin,single,university_degree,unknown,yes,no
844,800,44,admin,divorced,high_school,unknown,yes,no
845,615,53,blue-collar,married,basic_9y,unknown,yes,yes
846,111,24,services,single,high_school,no,no,no
847,359,34,admin,single,high_school,no,yes,no
848,327,40,technician,married,professional_course,no,yes,no
849,236,57,management,divorced,university_degree,no,yes,no
850,227,43,blue-collar,married,basic_4y,unknown,yes,no
851,109,31,blue-collar,married,basic_6y,unknown,no,no
852,492,31,services,married,basic_6y,no,yes,no
853,298,31,blue-collar,married,basic_6y,unknown,yes,no
854,83,45,housemaid,married,basic_4y,unknown,yes,no
855,241,38,admin,married,university_degree,no,no,no
856,1138,41,entrepreneur,married,university_degree,no,yes,no
857,131,47,blue-collar,married,professional_course,unknown,yes,no
858,123,42,blue-collar,married,basic_6y,no,no,no
